y,x,elevation,forest,water
316254.8995,530135.4156,606,15,5
316254.8995,530635.6001,612,19,5
316254.8995,531135.7845,652,32,5
316254.8995,531635.9689,700,34,5
316254.8995,532136.1533,711,41,5
316254.8995,532636.3377,711,41,5
316254.8995,533136.5221,783,9,5
316254.8995,533636.7066,784,15,5
316254.8995,534136.891,798,13,5
316254.8995,534637.0754,820,15,5
316254.8995,535137.2598,817,16,5
316254.8995,535637.4442,825,16,5
316254.8995,536137.6286,836,18,5
316254.8995,536637.8131,811,18,5
316254.8995,537137.9975,811,18,5
316254.8995,537638.1819,804,14,5
316254.8995,538138.3663,804,15,5
316254.8995,538638.5507,821,17,5
316254.8995,539138.7351,825,23,5
316254.8995,539638.9196,835,13,5
316254.8995,540139.104,837,13,5
316254.8995,540639.2884,852,13,5
316254.8995,541139.4728,858,13,5
316254.8995,541639.6572,876,13,5
316254.8995,542139.8416,876,11,5
316254.8995,542640.0261,884,11,5
316254.8995,543140.2105,899,16,5
316254.8995,543640.3949,890,33,5
316254.8995,544140.5793,903,35,5
316254.8995,544640.7637,948,39,5
316254.8995,545140.9481,951,40,5
316254.8995,545641.1326,1007,40,5
316254.8995,546141.317,1050,40,5
316254.8995,546641.5014,1050,35,5
316254.8995,547141.6858,1086,36,5
316254.8995,547641.8702,1109,35,5
316254.8995,548142.0546,1097,36,5
316254.8995,548642.2391,1128,37,5
316254.8995,549142.4235,1138,29,5
316254.8995,549642.6079,1103,37,5
316254.8995,550142.7923,1084,33,5
316254.8995,550642.9767,1087,33,5
315754.808,446604.6181,121,21,5
315754.808,447104.8025,156,27,5
315754.808,447604.9869,267,35,5
315754.808,448105.1713,314,38,5
315754.808,448605.3557,269,38,5
315754.808,449105.5402,257,30,5
315754.808,449605.7246,228,29,5
315754.808,450105.909,202,30,5
315754.808,450606.0934,202,30,5
315754.808,451106.2778,188,30,5
315754.808,451606.4622,164,27,5
315754.808,452106.6467,162,33,5
315754.808,452606.8311,175,35,29
315754.808,453107.0155,213,43,5
315754.808,453607.1999,243,43,5
315754.808,454107.3843,238,36,5
315754.808,454607.5687,221,33,5
315754.808,455107.7532,190,33,5
315754.808,455607.9376,190,37,5
315754.808,456108.122,229,39,5
315754.808,456608.3064,271,38,5
315754.808,457108.4908,313,35,5
315754.808,457608.6752,361,40,5
315754.808,458108.8597,440,40,5
315754.808,458609.0441,446,34,5
315754.808,459109.2285,406,41,5
315754.808,459609.4129,420,41,5
315754.808,460109.5973,420,42,5
315754.808,460609.7817,374,43,5
315754.808,461109.9662,472,42,5
315754.808,461610.1506,394,43,5
315754.808,462110.335,366,40,5
315754.808,462610.5194,393,38,5
315754.808,463110.7038,426,41,5
315754.808,463610.8882,569,36,5
315754.808,464111.0727,590,36,5
315754.808,464611.2571,590,27,5
315754.808,465111.4415,501,27,5
315754.808,465611.6259,383,37,5
315754.808,466111.8103,317,32,5
315754.808,466611.9947,309,29,5
315754.808,467112.1792,382,29,5
315754.808,467612.3636,392,32,5
315754.808,468112.548,322,33,5
315754.808,468612.7324,310,28,5
315754.808,469112.9168,310,28,5
315754.808,469613.1012,310,24,5
315754.808,470113.2857,372,27,5
315754.808,470613.4701,428,34,5
315754.808,471113.6545,510,38,5
315754.808,471613.8389,573,40,5
315754.808,472114.0233,682,41,5
315754.808,472614.2077,776,42,5
315754.808,473114.3922,771,47,5
315754.808,473614.5766,771,47,5
315754.808,474114.761,786,43,5
315754.808,474614.9454,644,44,5
315754.808,475115.1298,548,42,5
315754.808,475615.3142,387,38,5
315754.808,476115.4987,292,41,5
315754.808,476615.6831,227,32,5
315754.808,477115.8675,314,42,5
315754.808,477616.0519,368,39,5
315754.808,478116.2363,368,39,5
315754.808,478616.4207,441,37,5
315754.808,479116.6052,549,40,5
315754.808,479616.7896,531,46,5
315754.808,480116.974,520,40,5
315754.808,480617.1584,559,39,5
315754.808,481117.3428,586,39,5
315754.808,481617.5272,636,35,5
315754.808,482117.7117,546,40,5
315754.808,482617.8961,546,40,5
315754.808,483118.0805,501,42,5
315754.808,483618.2649,383,41,5
315754.808,484118.4493,352,36,5
315754.808,484618.6337,378,28,5
315754.808,485118.8182,343,41,5
315754.808,485619.0026,314,17,5
315754.808,486119.187,346,20,5
315754.808,486619.3714,470,33,5
315754.808,487119.5558,470,33,5
315754.808,487619.7402,649,46,5
315754.808,488119.9247,949,36,5
315754.808,488620.1091,841,37,5
315754.808,489120.2935,741,42,5
315754.808,489620.4779,665,35,5
315754.808,490120.6623,596,22,5
315754.808,490620.8467,557,19,5
315754.808,491121.0312,559,20,5
315754.808,491621.2156,559,20,5
315754.808,492121.4,565,28,5
315754.808,492621.5844,575,36,5
315754.808,493121.7688,658,41,5
315754.808,493621.9532,688,35,5
315754.808,494122.1377,741,35,5
315754.808,494622.3221,697,35,5
315754.808,495122.5065,726,45,5
315754.808,495622.6909,765,43,5
315754.808,496122.8753,765,43,5
315754.808,496623.0597,735,34,5
315754.808,497123.2442,626,35,5
315754.808,497623.4286,684,31,5
315754.808,498123.613,673,34,5
315754.808,498623.7974,681,33,5
315754.808,499123.9818,649,32,5
315754.808,499624.1662,617,28,5
315754.808,500124.3507,573,30,5
315754.808,500624.5351,531,30,5
315754.808,501124.7195,531,31,5
315754.808,501624.9039,503,19,5
315754.808,502125.0883,498,22,5
315754.808,502625.2727,497,22,5
315754.808,503125.4572,501,21,5
315754.808,503625.6416,501,21,5
315754.808,504125.826,506,19,5
315754.808,504626.0104,513,19,5
315754.808,505126.1948,521,19,5
315754.808,505626.3792,521,20,5
315754.808,506126.5637,586,32,5
315754.808,506626.7481,624,37,5
315754.808,507126.9325,674,39,5
315754.808,507627.1169,773,35,5
315754.808,508127.3013,769,37,5
315754.808,508627.4857,777,38,5
315754.808,509127.6702,757,38,5
315754.808,509627.8546,770,30,5
315754.808,510128.039,770,30,5
315754.808,510628.2234,704,23,5
315754.808,511128.4078,662,31,5
315754.808,511628.5922,634,22,5
315754.808,512128.7767,636,19,5
315754.808,512628.9611,628,15,5
315754.808,513129.1455,628,17,5
315754.808,513629.3299,607,14,5
315754.808,514129.5143,604,16,5
315754.808,514629.6987,604,16,5
315754.808,515129.8831,607,16,5
315754.808,515630.0676,605,13,5
315754.808,516130.252,610,18,5
315754.808,516630.4364,664,23,5
315754.808,517130.6208,687,18,5
315754.808,517630.8052,703,18,5
315754.808,518130.9896,725,30,5
315754.808,518631.1741,679,15,5
315754.808,519131.3585,679,15,5
315754.808,519631.5429,661,17,5
315754.808,520131.7273,630,27,5
315754.808,520631.9117,631,27,5
315754.808,521132.0961,648,29,5
315754.808,521632.2806,632,34,5
315754.808,522132.465,643,27,5
315754.808,522632.6494,636,26,5
315754.808,523132.8338,618,30,5
315754.808,523633.0182,618,30,5
315754.808,524133.2026,602,29,5
315754.808,524633.3871,620,15,5
315754.808,525133.5715,634,14,5
315754.808,525633.7559,610,12,5
315754.808,526133.9403,608,13,5
315754.808,526634.1247,593,14,5
315754.808,527134.3091,595,28,5
315754.808,527634.4936,631,27,5
315754.808,528134.678,631,27,5
315754.808,528634.8624,603,39,5
315754.808,529135.0468,612,26,5
315754.808,529635.2312,667,23,5
315754.808,530135.4156,692,23,5
315754.808,530635.6001,691,23,5
315754.808,531135.7845,720,33,5
315754.808,531635.9689,764,15,5
315754.808,532136.1533,775,18,5
315754.808,532636.3377,775,18,5
315754.808,533136.5221,785,15,5
315754.808,533636.7066,801,16,5
315754.808,534136.891,805,16,5
315754.808,534637.0754,803,18,5
315754.808,535137.2598,803,17,5
315754.808,535637.4442,814,17,5
315754.808,536137.6286,810,18,5
315754.808,536637.8131,800,18,5
315754.808,537137.9975,800,18,5
315754.808,537638.1819,824,15,5
315754.808,538138.3663,836,15,5
315754.808,538638.5507,852,17,5
315754.808,539138.7351,842,23,5
315754.808,539638.9196,851,13,5
315754.808,540139.104,878,13,5
315754.808,540639.2884,883,13,5
315754.808,541139.4728,871,13,5
315754.808,541639.6572,871,13,5
315754.808,542139.8416,879,11,5
315754.808,542640.0261,884,11,5
315754.808,543140.2105,901,16,5
315754.808,543640.3949,871,33,5
315754.808,544140.5793,896,35,5
315754.808,544640.7637,918,39,5
315754.808,545140.9481,931,40,5
315754.808,545641.1326,1006,40,5
315754.808,546141.317,1051,40,5
315754.808,546641.5014,1051,35,5
315754.808,547141.6858,1058,36,5
315754.808,547641.8702,1072,35,5
315754.808,548142.0546,1078,36,5
315754.808,548642.2391,1144,37,5
315754.808,549142.4235,1164,29,5
315754.808,549642.6079,1116,37,5
315754.808,550142.7923,1101,33,5
315754.808,550642.9767,1103,33,5
315754.808,551143.1611,1103,35,5
315254.7165,446104.4337,131,20,5
315254.7165,446604.6181,141,28,5
315254.7165,447104.8025,185,27,5
315254.7165,447604.9869,308,36,5
315254.7165,448105.1713,293,43,5
315254.7165,448605.3557,343,39,5
315254.7165,449105.5402,302,30,5
315254.7165,449605.7246,189,27,5
315254.7165,450105.909,189,30,5
315254.7165,450606.0934,189,30,5
315254.7165,451106.2778,165,26,5
315254.7165,451606.4622,168,34,5
315254.7165,452106.6467,165,30,48
315254.7165,452606.8311,211,38,33
315254.7165,453107.0155,219,42,5
315254.7165,453607.1999,257,40,5
315254.7165,454107.3843,229,39,5
315254.7165,454607.5687,193,39,5
315254.7165,455107.7532,229,39,5
315254.7165,455607.9376,229,32,5
315254.7165,456108.122,254,33,5
315254.7165,456608.3064,307,40,5
315254.7165,457108.4908,344,38,5
315254.7165,457608.6752,422,38,5
315254.7165,458108.8597,448,35,5
315254.7165,458609.0441,363,38,5
315254.7165,459109.2285,301,39,5
315254.7165,459609.4129,272,39,5
315254.7165,460109.5973,272,42,5
315254.7165,460609.7817,368,39,5
315254.7165,461109.9662,372,41,5
315254.7165,461610.1506,298,44,5
315254.7165,462110.335,288,38,5
315254.7165,462610.5194,346,39,5
315254.7165,463110.7038,448,30,5
315254.7165,463610.8882,482,35,5
315254.7165,464111.0727,457,35,5
315254.7165,464611.2571,457,32,5
315254.7165,465111.4415,409,32,5
315254.7165,465611.6259,286,34,5
315254.7165,466111.8103,296,24,5
315254.7165,466611.9947,381,34,5
315254.7165,467112.1792,352,32,5
315254.7165,467612.3636,317,38,5
315254.7165,468112.548,307,22,5
315254.7165,468612.7324,335,23,5
315254.7165,469112.9168,335,23,5
315254.7165,469613.1012,392,24,5
315254.7165,470113.2857,531,37,5
315254.7165,470613.4701,603,39,5
315254.7165,471113.6545,701,39,5
315254.7165,471613.8389,716,45,5
315254.7165,472114.0233,692,45,5
315254.7165,472614.2077,659,45,5
315254.7165,473114.3922,597,50,5
315254.7165,473614.5766,597,50,5
315254.7165,474114.761,582,46,5
315254.7165,474614.9454,455,47,5
315254.7165,475115.1298,356,37,5
315254.7165,475615.3142,263,38,5
315254.7165,476115.4987,199,36,5
315254.7165,476615.6831,243,36,5
315254.7165,477115.8675,285,38,5
315254.7165,477616.0519,306,35,5
315254.7165,478116.2363,306,35,5
315254.7165,478616.4207,346,39,5
315254.7165,479116.6052,375,50,5
315254.7165,479616.7896,422,44,5
315254.7165,480116.974,559,45,5
315254.7165,480617.1584,609,42,5
315254.7165,481117.3428,545,41,5
315254.7165,481617.5272,489,38,5
315254.7165,482117.7117,377,39,5
315254.7165,482617.8961,377,39,5
315254.7165,483118.0805,325,39,5
315254.7165,483618.2649,213,39,5
315254.7165,484118.4493,178,36,5
315254.7165,484618.6337,200,34,5
315254.7165,485118.8182,249,25,5
315254.7165,485619.0026,327,16,5
315254.7165,486119.187,433,21,5
315254.7165,486619.3714,604,38,5
315254.7165,487119.5558,604,38,5
315254.7165,487619.7402,800,45,5
315254.7165,488119.9247,881,39,5
315254.7165,488620.1091,771,39,5
315254.7165,489120.2935,637,40,5
315254.7165,489620.4779,596,35,5
315254.7165,490120.6623,581,25,5
315254.7165,490620.8467,542,20,5
315254.7165,491121.0312,544,19,5
315254.7165,491621.2156,544,19,5
315254.7165,492121.4,538,23,5
315254.7165,492621.5844,542,25,5
315254.7165,493121.7688,552,37,5
315254.7165,493621.9532,585,37,5
315254.7165,494122.1377,629,38,5
315254.7165,494622.3221,610,33,5
315254.7165,495122.5065,688,32,5
315254.7165,495622.6909,654,41,5
315254.7165,496122.8753,654,41,5
315254.7165,496623.0597,585,44,5
315254.7165,497123.2442,683,36,5
315254.7165,497623.4286,802,37,5
315254.7165,498123.613,868,38,5
315254.7165,498623.7974,859,36,5
315254.7165,499123.9818,814,36,5
315254.7165,499624.1662,738,29,5
315254.7165,500124.3507,710,32,5
315254.7165,500624.5351,636,32,5
315254.7165,501124.7195,636,31,5
315254.7165,501624.9039,560,21,5
315254.7165,502125.0883,543,19,5
315254.7165,502625.2727,519,21,5
315254.7165,503125.4572,513,20,5
315254.7165,503625.6416,513,21,5
315254.7165,504125.826,506,20,5
315254.7165,504626.0104,503,19,5
315254.7165,505126.1948,503,19,5
315254.7165,505626.3792,503,17,6
315254.7165,506126.5637,535,17,5
315254.7165,506626.7481,543,31,5
315254.7165,507126.9325,561,32,5
315254.7165,507627.1169,620,37,5
315254.7165,508127.3013,635,42,5
315254.7165,508627.4857,644,37,5
315254.7165,509127.6702,643,40,5
315254.7165,509627.8546,727,39,5
315254.7165,510128.039,727,39,5
315254.7165,510628.2234,759,28,5
315254.7165,511128.4078,745,29,5
315254.7165,511628.5922,767,28,5
315254.7165,512128.7767,749,23,5
315254.7165,512628.9611,706,20,5
315254.7165,513129.1455,673,25,5
315254.7165,513629.3299,657,20,5
315254.7165,514129.5143,635,14,45
315254.7165,514629.6987,635,14,45
315254.7165,515129.8831,606,14,5
315254.7165,515630.0676,598,15,5
315254.7165,516130.252,607,12,5
315254.7165,516630.4364,593,16,5
315254.7165,517130.6208,592,24,5
315254.7165,517630.8052,613,21,5
315254.7165,518130.9896,652,25,5
315254.7165,518631.1741,687,18,5
315254.7165,519131.3585,687,18,5
315254.7165,519631.5429,668,19,5
315254.7165,520131.7273,644,15,5
315254.7165,520631.9117,622,30,5
315254.7165,521132.0961,585,28,7
315254.7165,521632.2806,599,31,5
315254.7165,522132.465,611,31,5
315254.7165,522632.6494,597,26,5
315254.7165,523132.8338,599,32,5
315254.7165,523633.0182,599,32,5
315254.7165,524133.2026,591,32,5
315254.7165,524633.3871,597,25,5
315254.7165,525133.5715,595,18,5
315254.7165,525633.7559,589,12,5
315254.7165,526133.9403,605,14,5
315254.7165,526634.1247,596,13,5
315254.7165,527134.3091,598,27,5
315254.7165,527634.4936,633,23,5
315254.7165,528134.678,633,23,5
315254.7165,528634.8624,627,32,5
315254.7165,529135.0468,630,22,5
315254.7165,529635.2312,730,26,5
315254.7165,530135.4156,768,26,5
315254.7165,530635.6001,780,21,5
315254.7165,531135.7845,778,27,5
315254.7165,531635.9689,774,21,5
315254.7165,532136.1533,778,16,5
315254.7165,532636.3377,778,16,5
315254.7165,533136.5221,788,15,5
315254.7165,533636.7066,793,14,5
315254.7165,534136.891,790,16,5
315254.7165,534637.0754,789,16,5
315254.7165,535137.2598,783,18,5
315254.7165,535637.4442,795,16,5
315254.7165,536137.6286,806,17,5
315254.7165,536637.8131,841,21,5
315254.7165,537137.9975,841,21,5
315254.7165,537638.1819,852,15,5
315254.7165,538138.3663,841,14,5
315254.7165,538638.5507,866,14,5
315254.7165,539138.7351,869,14,5
315254.7165,539638.9196,884,12,5
315254.7165,540139.104,891,13,5
315254.7165,540639.2884,883,15,5
315254.7165,541139.4728,902,13,5
315254.7165,541639.6572,902,13,5
315254.7165,542139.8416,908,11,5
315254.7165,542640.0261,894,20,5
315254.7165,543140.2105,911,34,5
315254.7165,543640.3949,909,36,5
315254.7165,544140.5793,940,35,5
315254.7165,544640.7637,957,37,5
315254.7165,545140.9481,974,37,5
315254.7165,545641.1326,1022,31,5
315254.7165,546141.317,1040,31,5
315254.7165,546641.5014,1040,32,5
315254.7165,547141.6858,1042,37,5
315254.7165,547641.8702,1053,35,5
315254.7165,548142.0546,1110,32,5
315254.7165,548642.2391,1152,35,5
315254.7165,549142.4235,1157,27,5
315254.7165,549642.6079,1124,37,5
315254.7165,550142.7923,1129,34,5
315254.7165,550642.9767,1138,34,5
315254.7165,551143.1611,1138,34,5
315254.7165,551643.3456,1134,33,5
315254.7165,552143.53,1123,30,5
315254.7165,552643.7144,1125,34,5
314754.625,446104.4337,131,25,5
314754.625,446604.6181,141,33,5
314754.625,447104.8025,185,36,5
314754.625,447604.9869,308,34,5
314754.625,448105.1713,293,36,5
314754.625,448605.3557,343,35,5
314754.625,449105.5402,302,32,5
314754.625,449605.7246,189,26,5
314754.625,450105.909,189,25,5
314754.625,450606.0934,189,25,5
314754.625,451106.2778,165,29,5
314754.625,451606.4622,168,34,5
314754.625,452106.6467,165,29,48
314754.625,452606.8311,211,44,5
314754.625,453107.0155,219,44,5
314754.625,453607.1999,257,34,5
314754.625,454107.3843,229,40,5
314754.625,454607.5687,193,35,5
314754.625,455107.7532,247,35,5
314754.625,455607.9376,389,36,5
314754.625,456108.122,402,34,5
314754.625,456608.3064,446,39,5
314754.625,457108.4908,433,34,5
314754.625,457608.6752,465,37,5
314754.625,458108.8597,405,36,5
314754.625,458609.0441,380,28,5
314754.625,459109.2285,371,32,5
314754.625,459609.4129,312,32,5
314754.625,460109.5973,312,35,5
314754.625,460609.7817,259,36,5
314754.625,461109.9662,259,42,5
314754.625,461610.1506,263,38,5
314754.625,462110.335,286,33,5
314754.625,462610.5194,320,33,5
314754.625,463110.7038,364,36,5
314754.625,463610.8882,397,26,5
314754.625,464111.0727,370,26,5
314754.625,464611.2571,370,30,5
314754.625,465111.4415,318,30,5
314754.625,465611.6259,291,24,5
314754.625,466111.8103,334,32,5
314754.625,466611.9947,325,36,5
314754.625,467112.1792,311,32,5
314754.625,467612.3636,323,27,5
314754.625,468112.548,396,26,5
314754.625,468612.7324,461,34,5
314754.625,469112.9168,461,34,5
314754.625,469613.1012,516,38,5
314754.625,470113.2857,700,41,5
314754.625,470613.4701,705,43,5
314754.625,471113.6545,682,47,5
314754.625,471613.8389,564,51,5
314754.625,472114.0233,510,47,5
314754.625,472614.2077,476,47,5
314754.625,473114.3922,418,45,5
314754.625,473614.5766,418,45,5
314754.625,474114.761,380,49,5
314754.625,474614.9454,285,41,5
314754.625,475115.1298,234,34,5
314754.625,475615.3142,201,33,5
314754.625,476115.4987,224,32,5
314754.625,476615.6831,190,30,5
314754.625,477115.8675,213,34,5
314754.625,477616.0519,201,33,5
314754.625,478116.2363,201,33,5
314754.625,478616.4207,190,36,5
314754.625,479116.6052,352,38,5
314754.625,479616.7896,537,44,5
314754.625,480116.974,540,41,5
314754.625,480617.1584,484,40,5
314754.625,481117.3428,388,43,5
314754.625,481617.5272,316,44,5
314754.625,482117.7117,254,38,5
314754.625,482617.8961,254,38,5
314754.625,483118.0805,174,31,5
314754.625,483618.2649,137,20,5
314754.625,484118.4493,174,23,5
314754.625,484618.6337,250,24,5
314754.625,485118.8182,311,22,5
314754.625,485619.0026,397,35,5
314754.625,486119.187,555,38,5
314754.625,486619.3714,779,44,5
314754.625,487119.5558,779,44,5
314754.625,487619.7402,843,44,5
314754.625,488119.9247,782,38,5
314754.625,488620.1091,730,34,5
314754.625,489120.2935,673,33,5
314754.625,489620.4779,612,38,5
314754.625,490120.6623,564,38,5
314754.625,490620.8467,528,37,5
314754.625,491121.0312,553,31,5
314754.625,491621.2156,553,31,5
314754.625,492121.4,559,21,5
314754.625,492621.5844,620,16,5
314754.625,493121.7688,609,19,5
314754.625,493621.9532,612,30,5
314754.625,494122.1377,568,37,5
314754.625,494622.3221,538,36,5
314754.625,495122.5065,553,39,5
314754.625,495622.6909,539,40,5
314754.625,496122.8753,539,40,5
314754.625,496623.0597,472,39,5
314754.625,497123.2442,565,47,5
314754.625,497623.4286,700,42,5
314754.625,498123.613,802,37,5
314754.625,498623.7974,945,40,5
314754.625,499123.9818,935,40,5
314754.625,499624.1662,920,39,5
314754.625,500124.3507,874,39,5
314754.625,500624.5351,823,39,5
314754.625,501124.7195,823,43,5
314754.625,501624.9039,686,28,5
314754.625,502125.0883,637,30,5
314754.625,502625.2727,586,27,5
314754.625,503125.4572,598,26,5
314754.625,503625.6416,553,31,5
314754.625,504125.826,552,22,5
314754.625,504626.0104,532,18,5
314754.625,505126.1948,512,18,5
314754.625,505626.3792,512,16,9
314754.625,506126.5637,504,17,5
314754.625,506626.7481,506,24,5
314754.625,507126.9325,512,22,5
314754.625,507627.1169,512,20,5
314754.625,508127.3013,523,33,5
314754.625,508627.4857,522,31,5
314754.625,509127.6702,558,37,5
314754.625,509627.8546,630,36,5
314754.625,510128.039,630,36,5
314754.625,510628.2234,681,38,5
314754.625,511128.4078,663,42,5
314754.625,511628.5922,776,42,5
314754.625,512128.7767,832,35,5
314754.625,512628.9611,774,34,5
314754.625,513129.1455,760,32,5
314754.625,513629.3299,713,31,5
314754.625,514129.5143,654,31,5
314754.625,514629.6987,654,31,5
314754.625,515129.8831,616,12,5
314754.625,515630.0676,611,14,5
314754.625,516130.252,622,15,5
314754.625,516630.4364,603,16,5
314754.625,517130.6208,595,16,5
314754.625,517630.8052,591,17,5
314754.625,518130.9896,578,17,5
314754.625,518631.1741,580,29,5
314754.625,519131.3585,580,29,5
314754.625,519631.5429,580,22,5
314754.625,520131.7273,597,17,5
314754.625,520631.9117,613,31,6
314754.625,521132.0961,618,25,5
314754.625,521632.2806,645,20,5
314754.625,522132.465,611,27,5
314754.625,522632.6494,621,20,5
314754.625,523132.8338,600,19,5
314754.625,523633.0182,600,19,5
314754.625,524133.2026,597,18,5
314754.625,524633.3871,594,16,5
314754.625,525133.5715,591,20,13
314754.625,525633.7559,586,18,5
314754.625,526133.9403,589,20,5
314754.625,526634.1247,606,33,5
314754.625,527134.3091,628,23,5
314754.625,527634.4936,624,14,5
314754.625,528134.678,624,14,5
314754.625,528634.8624,626,30,5
314754.625,529135.0468,635,19,5
314754.625,529635.2312,712,21,5
314754.625,530135.4156,766,11,5
314754.625,530635.6001,777,11,5
314754.625,531135.7845,779,12,5
314754.625,531635.9689,778,17,5
314754.625,532136.1533,783,17,5
314754.625,532636.3377,783,17,5
314754.625,533136.5221,791,16,5
314754.625,533636.7066,778,15,5
314754.625,534136.891,779,15,5
314754.625,534637.0754,783,18,5
314754.625,535137.2598,822,18,5
314754.625,535637.4442,835,17,5
314754.625,536137.6286,836,20,5
314754.625,536637.8131,835,19,5
314754.625,537137.9975,835,19,5
314754.625,537638.1819,821,16,5
314754.625,538138.3663,828,18,5
314754.625,538638.5507,857,14,5
314754.625,539138.7351,869,14,5
314754.625,539638.9196,868,15,5
314754.625,540139.104,860,17,5
314754.625,540639.2884,865,14,5
314754.625,541139.4728,900,14,5
314754.625,541639.6572,900,14,5
314754.625,542139.8416,884,13,5
314754.625,542640.0261,873,24,5
314754.625,543140.2105,882,40,5
314754.625,543640.3949,935,35,5
314754.625,544140.5793,951,37,5
314754.625,544640.7637,970,35,5
314754.625,545140.9481,989,36,5
314754.625,545641.1326,1032,31,5
314754.625,546141.317,1014,31,5
314754.625,546641.5014,1014,31,5
314754.625,547141.6858,1015,39,5
314754.625,547641.8702,1066,31,5
314754.625,548142.0546,1104,35,5
314754.625,548642.2391,1149,35,5
314754.625,549142.4235,1176,34,5
314754.625,549642.6079,1162,35,5
314754.625,550142.7923,1156,34,5
314754.625,550642.9767,1169,34,5
314754.625,551143.1611,1169,34,5
314754.625,551643.3456,1159,37,5
314754.625,552143.53,1145,31,5
314754.625,552643.7144,1138,28,5
314754.625,553143.8988,1124,31,5
314254.5335,445604.2492,152,24,5
314254.5335,446104.4337,152,24,5
314254.5335,446604.6181,164,32,5
314254.5335,447104.8025,244,35,5
314254.5335,447604.9869,268,38,5
314254.5335,448105.1713,254,35,5
314254.5335,448605.3557,269,41,5
314254.5335,449105.5402,290,37,5
314254.5335,449605.7246,217,32,5
314254.5335,450105.909,171,36,5
314254.5335,450606.0934,171,36,5
314254.5335,451106.2778,174,25,5
314254.5335,451606.4622,168,36,5
314254.5335,452106.6467,200,43,15
314254.5335,452606.8311,229,46,5
314254.5335,453107.0155,242,30,5
314254.5335,453607.1999,208,36,5
314254.5335,454107.3843,189,30,5
314254.5335,454607.5687,247,41,5
314254.5335,455107.7532,247,41,5
314254.5335,455607.9376,389,43,5
314254.5335,456108.122,402,44,5
314254.5335,456608.3064,446,42,5
314254.5335,457108.4908,433,43,5
314254.5335,457608.6752,465,42,5
314254.5335,458108.8597,405,41,5
314254.5335,458609.0441,380,33,5
314254.5335,459109.2285,371,33,5
314254.5335,459609.4129,312,33,5
314254.5335,460109.5973,312,36,5
314254.5335,460609.7817,259,40,5
314254.5335,461109.9662,259,39,5
314254.5335,461610.1506,263,39,5
314254.5335,462110.335,286,43,5
314254.5335,462610.5194,320,34,5
314254.5335,463110.7038,364,29,5
314254.5335,463610.8882,397,36,5
314254.5335,464111.0727,370,36,5
314254.5335,464611.2571,370,37,5
314254.5335,465111.4415,318,32,5
314254.5335,465611.6259,291,31,5
314254.5335,466111.8103,334,28,5
314254.5335,466611.9947,325,27,5
314254.5335,467112.1792,311,29,5
314254.5335,467612.3636,323,33,5
314254.5335,468112.548,396,34,5
314254.5335,468612.7324,461,37,5
314254.5335,469112.9168,461,37,5
314254.5335,469613.1012,516,42,5
314254.5335,470113.2857,700,45,5
314254.5335,470613.4701,705,49,5
314254.5335,471113.6545,682,49,5
314254.5335,471613.8389,564,47,5
314254.5335,472114.0233,510,52,5
314254.5335,472614.2077,476,47,5
314254.5335,473114.3922,418,37,5
314254.5335,473614.5766,418,37,5
314254.5335,474114.761,380,37,5
314254.5335,474614.9454,285,33,5
314254.5335,475115.1298,234,34,5
314254.5335,475615.3142,201,40,5
314254.5335,476115.4987,224,31,5
314254.5335,476615.6831,190,32,5
314254.5335,477115.8675,213,35,5
314254.5335,477616.0519,201,35,5
314254.5335,478116.2363,201,35,5
314254.5335,478616.4207,190,35,5
314254.5335,479116.6052,352,42,5
314254.5335,479616.7896,537,45,5
314254.5335,480116.974,540,43,5
314254.5335,480617.1584,484,40,5
314254.5335,481117.3428,388,40,5
314254.5335,481617.5272,316,38,5
314254.5335,482117.7117,254,21,5
314254.5335,482617.8961,254,21,5
314254.5335,483118.0805,174,24,5
314254.5335,483618.2649,137,19,5
314254.5335,484118.4493,174,25,5
314254.5335,484618.6337,250,29,5
314254.5335,485118.8182,311,39,5
314254.5335,485619.0026,397,38,5
314254.5335,486119.187,531,35,5
314254.5335,486619.3714,572,46,5
314254.5335,487119.5558,572,46,5
314254.5335,487619.7402,607,42,5
314254.5335,488119.9247,497,44,5
314254.5335,488620.1091,572,36,5
314254.5335,489120.2935,566,31,5
314254.5335,489620.4779,549,33,5
314254.5335,490120.6623,581,31,5
314254.5335,490620.8467,555,33,5
314254.5335,491121.0312,532,32,5
314254.5335,491621.2156,532,32,5
314254.5335,492121.4,551,22,5
314254.5335,492621.5844,533,34,5
314254.5335,493121.7688,475,36,5
314254.5335,493621.9532,518,33,5
314254.5335,494122.1377,544,31,5
314254.5335,494622.3221,435,27,5
314254.5335,495122.5065,366,33,5
314254.5335,495622.6909,336,34,5
314254.5335,496122.8753,336,34,5
314254.5335,496623.0597,348,35,42
314254.5335,497123.2442,470,43,5
314254.5335,497623.4286,573,40,5
314254.5335,498123.613,679,36,5
314254.5335,498623.7974,680,40,5
314254.5335,499123.9818,632,42,5
314254.5335,499624.1662,679,43,5
314254.5335,500124.3507,695,44,5
314254.5335,500624.5351,703,44,5
314254.5335,501124.7195,703,46,5
314254.5335,501624.9039,735,39,5
314254.5335,502125.0883,805,37,5
314254.5335,502625.2727,817,32,5
314254.5335,503125.4572,763,26,5
314254.5335,503625.6416,766,23,5
314254.5335,504125.826,803,31,5
314254.5335,504626.0104,801,33,5
314254.5335,505126.1948,739,33,5
